108	583459574
108	643248926
108	1520342355
108	1580980889
108	1603043449
108	2155007194
108	2507231141
125	1564733196
125	1970185999
125	1971594792
125	2048600620
125	2098055837
125	2175268987
138	2248661014
147	132242577
147	1973725016
147	2084894991
147	2091764496
147	2156953029
266	130047935
266	2237031874
266	2243522839
266	3098872079
285	1492699563
285	1763172769
285	1858297169
285	1964727676
285	1995469248
285	2013408108
285	2015737426
285	2016542542
285	2018972369
285	2040316568
285	2042492557
285	2050616752
285	2056882964
285	2061103307
285	2064950142
285	2073569197
285	2078846963
285	2090581953
285	2098554896
285	2101916205
285	2102564210
285	2125726383
285	2125784812
285	2127278384
285	2128720819
285	2131160516
285	2136596860
285	2156573743
285	2156664926
285	2169165406
285	2174024475
285	2181986281
285	2233572874
285	2254894065
285	2297591535
285	2479910694
285	2599572130
285	2600355890
285	2602720324
285	2963662735
285	3032218712
285	3099220383
285	3105510347
285	3123563910
417	169276664
417	248386418
417	1493491511
417	1525970148
417	1527311855
417	1543243786
417	1569703086
417	1583269973
417	1598226182
417	1606352672
417	1932210789
417	1977633095
417	1983741276
417	1989342711
417	1994161251
417	1994740826
417	2000735937
417	2003407712
417	2005138264
417	2007965578
417	2013601309
417	2018326853
417	2039283193
417	2044779067
417	2053120142
417	2060842938
417	2073039690
417	2080647889
417	2095654817
417	2101419153
417	2123438112
417	2135492276
417	2162106818
417	2162213353
417	2165119581
417	2318735428
417	2511452895
417	2764627239
417	3121175530
504	83370325
504	383424133
504	656118525
504	1592753467
504	1973650623
504	1975827167
504	1983037841
504	1987330806
504	1994580485
504	2000584576
504	2010845666
504	2013705176
504	2017989492
504	2018149625
504	2046475927
504	2054326490
504	2064678732
504	2073956087
504	2082936324
504	2087029423
504	2087903275
504	2107173974
504	2107451404
504	2108480759
504	2113777663
504	2121326151
504	2130709712
504	2151112601
504	2274856047
504	2329231773
504	2426628677
504	2502118165
504	2561961490
504	2772583250
504	2903954574
504	2915922787
504	3010313746
524	1963551315
524	1966546336
524	1969463469
524	1974258467
524	1991706692
524	1998431958
524	2006096228
524	2013020636
524	2040122837
524	2065624282
524	2087857662
524	2092350708
524	2162492745
524	2326461905
524	2562312460
524	2564807395
524	2565888356
524	2567265145
527	1969072069
527	1975640662
527	2004155474
527	2011187155
527	2014773670
527	2033638000
527	2035509880
527	2036958587
527	2039974792
527	2044392809
527	2049535504
527	2052776501
527	2068846844
527	2086485269
527	2087140323
527	2098869086
527	2102979143
527	2112193855
527	2114634962
527	2119369921
527	2126326107
527	2134270369
527	2137408480
527	2139805666
527	2145784628
527	2147254207
527	2152875494
527	2158997638
527	2166628162
527	2412071387
527	2418108914
527	2462836548
527	2498161871
527	3145822694
536	1596078989
536	1964787088
536	1976348759
536	1995589162
536	2010695730
536	2020511705
536	2029000333
536	2037372977
536	2070403981
536	2074962555
536	2075547638
536	2082505512
536	2085819344
536	2101200143
536	2105924554
536	2112035455
536	2120397217
536	2137568169
536	2140657290
536	2150494204
536	2159827469
536	2171221345
536	3011233858
587	125816956
587	658557185
587	1964317701
587	1968472516
587	1971134641
587	1972948751
587	1988218481
587	2009338844
587	2023386051
587	2029005811
587	2041722902
587	2049791850
587	2067462428
587	2090365931
587	2110402679
587	2271561464
587	2509144095
587	2802566744
587	2973737589
587	2978304502
662	108023951
662	135626185
662	256200116
662	1510586846
662	1515154566
662	1554265226
662	1565875071
662	1577428813
662	1579488798
662	1584363353
662	1600831053
662	1712111403
662	1922988348
662	1938357936
662	1965139526
662	1967644451
662	1972483550
662	1974242032
662	1977043847
662	1985482060
662	1991040714
662	1992241356
662	1993066151
662	2002381110
662	2009364795
662	2009519472
662	2011085786
662	2011756986
662	2020050621
662	2022695637
662	2031132431
662	2032861606
662	2034709575
662	2036451979
662	2043716682
662	2048046765
662	2050957422
662	2051960692
662	2057339673
662	2059865797
662	2062244355
662	2062784077
662	2063513460
662	2064003458
662	2064918098
662	2065071768
662	2067510391
662	2070736640
662	2071648828
662	2085479336
662	2091155804
662	2095090793
662	2098906642
662	2104409085
662	2105952767
662	2130870786
662	2131265830
662	2141090121
662	2142579897
662	2147670958
662	2173982319
662	2196335236
662	2270081126
662	2277997581
662	2280503798
662	2325940308
662	2340505485
662	2400484520
662	2403368238
662	2413055825
662	2413063882
662	2415226784
662	2418507516
662	2419263728
662	2425189312
662	2464159345
662	2472363084
763	117192379
763	126741968
763	134541578
763	389589487
763	1526091749
763	1586322970
763	1965079780
763	1966158120
763	1968745068
763	1972042412
763	1973147563
763	1981540621
763	1982817186
763	1986979395
763	1993755785
763	2003376509
763	2006488171
763	2015333749
763	2026591700
763	2032720688
763	2041365012
763	2043825012
763	2058609863
763	2087148429
763	2115599659
763	2145517994
763	2336047139
763	2468374966
763	2778548773
763	2798078005
782	2403929975
787	346302534
787	371825918
787	562717587
787	565664993
787	575145591
787	586241917
787	588653305
787	607515379
787	622593866
787	1487227074
787	1498877513
787	1534912541
787	1541457803
787	1543464385
787	1573175936
787	1583233071
787	1586740785
787	1594419124
787	1752060802
787	2895088059
787	2998199031
889	1971588822
889	2006096061
889	2065548762
889	2073800121
889	2077582363
889	2159295318
889	2171475640
889	2320314997
889	2321952297
889	2333999155
1091	2005687710
1091	2018037215
1091	2339183141
1091	2425100736
1119	981120144
1119	1548971597
1119	2249577989
1176	196529404
1176	298386294
1176	1000260304
1176	1526276479
1176	1535763608
1176	1608259131
1176	2256848860
1273	6895217
1273	261248086
1273	1637310729
1273	1974103061
1273	1979114185
1273	1988419897
1273	1996618351
1273	1998683445
1273	2000565417
1273	2001771381
1273	2007399026
1273	2027290781
1273	2027461335
1273	2028156914
1273	2037030893
1273	2062796294
1273	2064152792
1273	2071045870
1273	2076125371
1273	2093026567
1273	2111456067
1273	2130448443
1273	2133371793
1273	2145030690
1273	2148975224
1273	2155586849
1273	2162373006
1273	2170839121
1273	2180801317
1273	2278644826
1273	2293560021
1273	2560680404
1273	2622827844
1273	2917399354
1273	3150756260
1276	649124891
1276	1980468266
1276	2004839186
1276	2035772440
1276	2041213182
1276	2069721871
1276	2084661285
1276	2097094404
1276	2515012861
1314	8915287
1314	1963630065
1314	1967371485
